process id is 1; arrival time is 0; service time is 4; num of pages is 40
process id is 2; arrival time is 1; service time is 5; num of pages is 50
process id is 3; arrival time is 1; service time is 3; num of pages is 30
process id is 4; arrival time is 3; service time is 3; num of pages is 30
process id is 5; arrival time is 3; service time is 5; num of pages is 50
process id is 6; arrival time is 3; service time is 3; num of pages is 30
process id is 7; arrival time is 4; service time is 2; num of pages is 20
process id is 8; arrival time is 4; service time is 5; num of pages is 50
process id is 9; arrival time is 4; service time is 2; num of pages is 20
process id is 10; arrival time is 5; service time is 5; num of pages is 50
process id is 11; arrival time is 5; service time is 3; num of pages is 30
process id is 12; arrival time is 6; service time is 3; num of pages is 30
process id is 13; arrival time is 6; service time is 1; num of pages is 10
process id is 14; arrival time is 7; service time is 1; num of pages is 10
process id is 15; arrival time is 7; service time is 1; num of pages is 10
process id is 16; arrival time is 8; service time is 3; num of pages is 30
process id is 17; arrival time is 8; service time is 4; num of pages is 40
process id is 18; arrival time is 8; service time is 2; num of pages is 20
process id is 19; arrival time is 9; service time is 4; num of pages is 40
process id is 20; arrival time is 9; service time is 3; num of pages is 30
process id is 21; arrival time is 9; service time is 3; num of pages is 30
process id is 22; arrival time is 9; service time is 5; num of pages is 50
process id is 23; arrival time is 11; service time is 5; num of pages is 50
process id is 24; arrival time is 12; service time is 2; num of pages is 20
process id is 25; arrival time is 13; service time is 4; num of pages is 40
process id is 26; arrival time is 13; service time is 5; num of pages is 50
process id is 27; arrival time is 13; service time is 1; num of pages is 10
process id is 28; arrival time is 13; service time is 4; num of pages is 40
process id is 29; arrival time is 14; service time is 2; num of pages is 20
process id is 30; arrival time is 14; service time is 3; num of pages is 30
process id is 31; arrival time is 15; service time is 5; num of pages is 50
process id is 32; arrival time is 16; service time is 2; num of pages is 20
process id is 33; arrival time is 16; service time is 2; num of pages is 20
process id is 34; arrival time is 16; service time is 2; num of pages is 20
process id is 35; arrival time is 17; service time is 2; num of pages is 20
process id is 36; arrival time is 17; service time is 1; num of pages is 10
process id is 37; arrival time is 17; service time is 4; num of pages is 40
process id is 38; arrival time is 17; service time is 5; num of pages is 50
process id is 39; arrival time is 19; service time is 5; num of pages is 50
process id is 40; arrival time is 19; service time is 3; num of pages is 30
process id is 41; arrival time is 19; service time is 5; num of pages is 50
process id is 42; arrival time is 19; service time is 3; num of pages is 30
process id is 43; arrival time is 19; service time is 1; num of pages is 10
process id is 44; arrival time is 20; service time is 3; num of pages is 30
process id is 45; arrival time is 20; service time is 5; num of pages is 50
process id is 46; arrival time is 21; service time is 1; num of pages is 10
process id is 47; arrival time is 21; service time is 5; num of pages is 50
process id is 48; arrival time is 21; service time is 5; num of pages is 50
process id is 49; arrival time is 22; service time is 1; num of pages is 10
process id is 50; arrival time is 22; service time is 3; num of pages is 30
process id is 51; arrival time is 22; service time is 4; num of pages is 40
process id is 52; arrival time is 22; service time is 5; num of pages is 50
process id is 53; arrival time is 23; service time is 5; num of pages is 50
process id is 54; arrival time is 23; service time is 5; num of pages is 50
process id is 55; arrival time is 24; service time is 3; num of pages is 30
process id is 56; arrival time is 25; service time is 5; num of pages is 50
process id is 57; arrival time is 25; service time is 1; num of pages is 10
process id is 58; arrival time is 25; service time is 4; num of pages is 40
process id is 59; arrival time is 25; service time is 1; num of pages is 10
process id is 60; arrival time is 26; service time is 2; num of pages is 20
process id is 61; arrival time is 26; service time is 1; num of pages is 10
process id is 62; arrival time is 27; service time is 3; num of pages is 30
process id is 63; arrival time is 27; service time is 5; num of pages is 50
process id is 64; arrival time is 27; service time is 3; num of pages is 30
process id is 65; arrival time is 28; service time is 1; num of pages is 10
process id is 66; arrival time is 28; service time is 4; num of pages is 40
process id is 67; arrival time is 29; service time is 3; num of pages is 30
process id is 68; arrival time is 29; service time is 1; num of pages is 10
process id is 69; arrival time is 30; service time is 2; num of pages is 20
process id is 70; arrival time is 31; service time is 2; num of pages is 20
process id is 71; arrival time is 31; service time is 1; num of pages is 10
process id is 72; arrival time is 31; service time is 4; num of pages is 40
process id is 73; arrival time is 31; service time is 1; num of pages is 10
process id is 74; arrival time is 32; service time is 2; num of pages is 20
process id is 75; arrival time is 32; service time is 4; num of pages is 40
process id is 76; arrival time is 32; service time is 1; num of pages is 10
process id is 77; arrival time is 33; service time is 2; num of pages is 20
process id is 78; arrival time is 34; service time is 5; num of pages is 50
process id is 79; arrival time is 34; service time is 4; num of pages is 40
process id is 80; arrival time is 35; service time is 5; num of pages is 50
process id is 81; arrival time is 36; service time is 2; num of pages is 20
process id is 82; arrival time is 36; service time is 5; num of pages is 50
process id is 83; arrival time is 36; service time is 3; num of pages is 30
process id is 84; arrival time is 37; service time is 3; num of pages is 30
